term document_frequency
gainer 16
hipotekarna 2
brezic 2
cesi 9
1,613.08 2
18.21 2
1.14 4
936.21 3
15,846.7 2
427.8 2
7,725.2 9
5,398.52 2
1,557.91 9
582.0 8
425.9 9
2.25 6
226.34 9
150.4 9
vab-index 6
334.8 3
36.1 6
12.0 11
262.0 3
big-index 6
334.32 3
266.43 3
7.0 25
1,589.18 9
891.93 7
high: 5
1,604.54 3
16/1997); 3
22/1997); 2
20,760.3 9
8/1994); 6
1,002.4 9
7/1994); 9
1,598.02 9
28/1994); 8
402.3 9
february/1994 3
withi 1
cpi 11
signficantli 6
economist: 3
patria' 2
4.0-5.0 2
7.5-8.0 3
137-145 2
110.6 3
lubin 2
surplus 6
8.6-9.1 2
202-212 2
4.5-6.5 2
9-12 2
micro-econom 3
overh 24
14.5-16.5 2
kriedl 2
27.65 1
under-invest 3
scp 10
off-market 6
capitul 5
otc 7
sec-typ 1
bourse' 14
bosong 1
10.9 5
1992-95 2
investors...who 2
radim 3
bajgar 3
barings: 1
pivovar 4
radegast 4
sikora 2
30.07 2
9.97 2
radegast' 2
bass' 8
prazsk 4
pivovari 4
lager 9
staropramen 2
281.5 2
$10.35 1
$1=27.19 1
0800 3
toll...but 1
finance: 1
inclu 1
dipp 1
28.873 1
17.090 1
3.53 1
breta 3
tichanek 3
crown/dollar 1
28.784 1
crown/mark 1
17.040 1
3.03 1
crown-denomin 6
straw 2
lustr 3
wave...w 1
pribor 1
11.5-12.5 1
ing' 4
211-219 2
interset 1
ten-shar 1
most-capitalis 8
586.5 1
pse' 9
3,660 1
1,193 1
vavra 2
5.16 3
upslightli 2
chemopetrol 3
0.57 1
550.4 1
184 1
375 4
1,024 1
2,356 1
tabak 1
7,050 1
mervyn 2
currency' 6
3.48 2
furthen 1
becvar 3
bnp-dresdner 1
postion 1
4.25 6
3.45 2
3.00 4
1.93 5
591.3 1
169 4
3,744 1
1,210 1
mid-summ 2
$575 2
january-novemb 5
140.1 2
15-17 3
155-165 3
devalut 2
utter 7
workdai 1
czech-moravian 1
cmf 1
pay-per-view 14
1998-99 3
vacek 4
cmfs' 1
soccer-craz 1
dusan 4
suchanek 1
exodu 12
extra-tim 1
patrik 4
berger 5
poborski 4
$16.7 3
all-seat 1
1-0 1
yugoslavia 6
krupka 1
glumli 1
korda 7
novak 5
6-1 5
6-4 11
6-3 10
mahesh 1
bhupathi 1
5-7 7
leander 1
pae 1
sweat 7
67th 1
rythmn 1
tenth 9
33rd 1
groundstrok 4
baselin 3
squander 3
medalist 2
30-12 1
semifinalist 1
atp 10
0.56 1
521.1 1
unregul 6
$4-6 2
danial 3
gladi 5
financni 5
trhy 5
1,070 2
0.47 8
560.4 1
chips...dur 1
potential...i 1
definitlei 1
1,100...by 1
soudek 1
132 8
941,202 1
1.144 1
18.0 1
160.33 3
755.3 1
594.95 1
288.5 1
327.9 1
280.6 1
wide...(but 1
tomek 2
27.888 1
17.057 1
pospisil 1
28.750/dollar 1
16.873/mark 1
3.68 2
4.65 3
pospisil' 1
strauch 2
jakub 1
perina 1
27.712 1
16.846 1
5.05 1
econoimc 1
hospodarsk 3
whn 1
howeer 1
27.68 1
euro-mad 1
ota 2
otepka 1
top-rat 7
retail-friendli 1
issuanc 3
benelux 4
10.25 2
cross-curr 1
short-dat 1
27.92 1
cheif 2
accoridng 1
percent...ther 2
0.23 5
seasonally-adjust 2
0.97 4
0.34 2
5.28 7
5.14 2
519.5 2
$4-$6 3
often-ment 1
1.562 1
ludmila 2
nutilova 2
484.3 2
fiannc 1
often-prais 2
$5.75 4
undergrow 2
consumption-driven 2
janacek: 2
$1=27.86 1
outrata 5
dergeul 1
aboveal 1
companies...i 2
correspnd 1
czechs...but 2
december' 3
cental 1
3.57 2
7.86 2
expected...th 1
crowns...but 1
balance' 1
end-year 1
60.04 1
55.5 1
46.45 1
47.63 1
17.996 1
overshot 1
sypmtom 1
kreidl: 1
28.357 1
16.737 1
tight...ther 1
ond 3
corp.said 1
neca 1
vice-admir 1
lockard 1
single-seat 3
f/a-18a 3
f/a-18b 3
post-cold 3
companies)...isn't 1
re-equip 3
0.28 4
598.0 2
anderegg 3
1,202 3
2,620 3
bram 3
bure 3
brno 3
market...and 1
5.32 3
1.56 2
$57.28 1
$1=27.27 1
0.77 2
595.1 1
market...w 2
f-16' 2
airforc 3
174.3 1
147.2 1
28.430 1
17.017 1
expecting...th 1
ubri 2
28.46 1
629.0 2
14.0 5
613.6 1
11-strong 2
618.6 1
concensu 2
governmnet 1
up 8
zagreb 7
509.3 2
something...but 6
mateusz 3
andrzejewski 3
pekao 3
impuls 8
mol 4
harbing 5
kalman 3
schuszter 3
3,674.61 2
12.49 2
161.82 2
vab 6
294.2 3
293.41 3
azomur 3
croatian 7
6,7 2
1,145.5 2
janez 3
drnovsek 3
1996/high 3
1996/low 3
1,391.77 2
11.12 2
0.79 2
1,544.70 4
959.24 6
13,696.7 2
26.4 8
15,078.7 4
110.66 2
3,728.58 3
7.17 2
4.83 4
879.29 3
285.3 3
4.96 3
820.9 3
284.29 3
highs: 4
2/1996); 3
1994); 3
17/1996); 3
feb/1994 5
$=3,570 3
lei 5
4.70 3
citibank: 1
becuas 1
citibank' 5
here,especi 1
foreign-bui 1
5,438.35 1
405.49 1
8.05 1
laszlo 1
baranyai 1
gog 1
557.5 1
187.42 1
pliva 1
zagrebacka 3
513 2
1,870 1
kuna 3
podravka 3
300-kuna 1
156.6 1
1,479.4 1
1,626.46 1
31.59 1
1.98 3
16,628.1 1
653.5 1
24/1997); 1
viyella 4
94.4 1
$150.8 1
previously-announc 1
54.9 6
bedlinen 1
134 8
nevil 3
choru 3
yarn 3
19.1 5
jaeger 2
mckechni 4
ost 2
1.545 1
$2.48 6
7.93 1
17.85 1
14-1/2 3
896-1/2 1
leschli 1
gene-bas 1
over-the-count 17
beecham' 2
fusion 1
smithkline' 5
4.76 1
antibiot 6
augmentin 2
paxil/seroxat 2
868 2
paxil 2
706 5
collum 2
aquafresh 1
toothpast 4
tagamet 1
nicoderm 1
nicorett 1
221 3
overcharg 2
$1=.6227 1
unhook 2
therm 1
headcah 1
ofga 2
transco 3
weher 1
south-west 6
gas' 2
exect 1
best-perform 3
predictor 1
665 3
928 2
blood-clot 2
aft 2
aric 1
shield' 2
bartholomew' 1
bartholomew 1
geimer 3
lumsden 3
morrish 1
cbi 5
godden 1
cbi' 1
cia' 1
elliot 3
poulenc 5
ecc 1
redik 1
42.9 1
pud 3
kaolin 3
americas/pacif 1
$30.8 1
calcium 3
ceram 1
non-pap 1
calgon 1
mca 1
tarabet 2
sensori 1
$160.5 1
337 1
mca' 2
primros 1
fatti 2
savin 4
scotia' 2
erl 12
refsum 11
overdon 8
foscan 2
woolf 5
ef13 1
0.623 6
peptid 7
therapeut 13
allergi 6
proteas 4
enzym 6
virus' 2
reproduc 3
hiv 14
viral 4
herp 8
peptide' 2
medeva 9
nasal 4
allerg 2
over-us 1
450,000 13
pluses...wa 1
higggin 1
grass 6
british-bas 21
bogi 3
adr 6
medeva' 4
ionamin 2
obes 4
redux 2
garri 5
watt 8
sytem 2
gastroenterolog 1
opportunit 3
chirosci 7
behaviour-control 2
methylphenid 3
andd 2
world-beat 2
glaxo 18
wellcom 18
elv 3
wellcome' 9
brightest 4
numeraci 1
skill-intens 1
clap 4
stevenag 1
256 1
harlow 1
microbiolog 1
glaxo' 5
pharmacuet 1
'sunrise' 1
fellner 3
celltech 5
sunris 1
fuss 3
elitist 2
masters' 1
zeneca' 5
vocat 1
polytechn 1
curriculum 3
league...somebodi 1
nettl 1
$1=.6173 1
btg 1
$5.88 1
non-inject 3
typhoid 2
e-coli 2
snif 1
lethal 4
asthma 16
eczema 1
mover 1
vacccin 1
rheumatoid 6
overcook 1
$1=.6120 5
dundee-bas 1
690 6
393 4
patient-monitor 1
atack 2
doctor' 1
semi-exclus 1
disas 1
$118 3
$7.5 17
feverish 4
test' 1
share' 3
975 1
5.363 1
19.38 1
16-1/2 2
18.86 1
70.6 1
zestril 2
zoladex 2
newly-launch 1
casodex 4
agrochem 2
1.68 4
migrain 8
zomig 3
wordlwid 1
tablet 7
accol 4
seroquel 4
fungicid 2
amistar 2
ungear 2
infil 2
imper 5
rentokil 2
rentokil' 2
318 3
$505.8 2
2.34 4
5.06 2
233.4 2
16.4 10
bet' 2
clive 19
bolt-on 5
small-siz 4
0.628 4
unilev 17
$8.17 4
anglo-dutch 26
unichema 5
crosfield 5
deterg 10
well-tim 1
unilever' 10
chantri 2
broe' 2
ici 12
quest' 2
polym 8
skincar 2
witco 2
henkel 3
kgaa 2
degussa 2
courtauld 6
$13.26 1
dyer 3
product-l 3
towrd 1
34.0 6
40.6 2
5.2p 1
morocco 3
feelgood 2
deadest 1
$1=.6412 7
year."sal 1
havrix 1
hycamtin 1
ovarian 6
anti-emet 1
kytril 1
infanrix 1
hg 9
dna-bas 1
schering-plough 2
1.64 1
tenneco 5
surfact 2
kow 1
361.1 1
47.0 1
13.0 3
phophor 1
phosphoru 2
refurbish 15
phosphor 2
strong: 1
toiletri 5
retard 3
309.0 1
187.5 2
biocidem 1
tolcid 1
thp 1
smoooth 1
mccullagh 2
noble' 1
ft-se 7
marimastat 9
headhunt 2
weir 1
horrobin 1
midmorn 4
amelorad 1
gossard 1
lingeri 1
underwear 1
courtaulds' 2
310p 1
catching-up 1
restuctur 3
burbridg 1
$1=.6436 5
fast-develop 3
amercica 1
goodman 3
cupboard 3
virus 4
mening 1
synciti 1
rsv 1
pre-flot 1
27.4 1
ulcer 7
zantac 6
lamivudin 2
liver 2
biochem 5
$18.04 2
epivir 6
infecti 4
unprotect 1
scar 7
preval 6
358 2
milligram 1
lamivudine' 1
alyson 2
famvir 1
vion 1
gilead 1
wonder-fibr 2
tencel 2
viscos 2
campbell' 2
packaging-ori 2
oriana 4
sealant 3
bridgehead 2
internationally-recognis 1
backfil 1
colgate-palmol 1
time...ov 1
grimsbi 2
criteria: 1
reliable...and 1
ophthalm 1
alcon 1
padfield 2
alcon' 1
chiroscience' 1
high-intens 1
eyecar 1
lens 2
ophthalmolog 1
mmp 2
pnp 1
pde 1
iv 2
corneal 1
transplant 5
cyclosporin 1
sandimmum 1
darwin 5
glaucoma 4
rapid-screen 1
non-ophthalm 1
chemcial 2
tioxid 2
spall 2
polyurethan 2
acryl 6
rico 12
bung 2
dermin 1
chlorin 2
porfolio 5
olefin 3
chlorofin 2
better...th 2
destock 3
pre-exepct 1
603 4
medica 1
46.4 1
heightman 1
vml 1
251 3
anti-inflammatori 1
vanguard' 1
imigran 6
252 3
vdl 1
greig 12
middleton 15
julia 1
dickson 6
brothers' 5
particualrli 1
kidney-rel 1
oncolog 2
rothwel 2
taxoter 5
gliadel 2
rpr' 2
novo 2
nordisk 2
asthma/allergi 2
anti-infect 2
early-stag 2
lovenox 3
fison 8
fisn.l 2
zagam 2
$428.7 2
antibodi 3
chiswel 1
targets...in 1
genomics-el 1
bacteria 3
mice 1
sequence...(perhap 1
hundred-fold 1
crohn' 1
intestin 1
centocor 1
retina 1
18.55 1
$30.06 1
nolvadex 2
novopharm 1
putnam 3
unsourc 3
laugh 4
they'd 2
332 3
spinner 4
tamoxifen 1
citrat 1
mylan 1
pharmachemi 1
bv 2
scotcher 1
biggest-sel 6
2.964 4
8.341 4
981 3
10.27 2
10.63 2
gastric 8
1.931 4
single-handedli 3
zovirax 5
syke 5
324 10
rejuven 11
retrovir 5
serev 5
flixotid 4
dissip 6
profits: 1
6-1/2 7
tad 1
mllion 2
13.1 8
103.5 1
$167.4 1
tightly-control 3
ks 1
biomedix 1
monoclon 1
humanis 1
artifically-cr 1
torpedo 3
cancer-kil 1
malaysian-born 1
recev 2
hoffman-la 2
sheep-bas 1
arian 4
machine-gun 1
chemotherapi 1
colon 1
unliklei 1
osteo 1
432 1
clyde 6
knock-out 1
clyde' 1
gulf' 1
494.6 1
$793 2
105 28
sniff 1
justif 11
insan 2
dither 1
focr 1
kleinwort' 1
tastemaker' 1
hnkg-p.f 1
anglo-australian 2
cortec 2
flynn 1
macritonin 1
bone-wast 1
pivot 4
calcitonin 1
miacalc 1
analsyt 1
256-1/2 1
cortecs' 1
insulin 4
bronchiti 1
influenza 18
anti-ulc 1
chequer 1
manmad 1
490 5
woodpulp 1
gaultier 1
gianfranco 1
ferr 1
lacroix 1
courtauld' 2
breathabl 1
super-cold 1
nitrogen 1
deb 1
chatterji 1
$32.40 1
multi-drop 1
191 1
centigrad 3
extreme-temperatur 1
test-b 1
565 4
$878.7 1
635 1
926 1
1.003 1
laport 1
127.0 1
$203 3
114.3 2
124.0 1
78.7 1
24.25 1
laporte' 1
686-1/2 1
mid-morn 7
696 1
leng 1
evod 1
proftiabl 1
commenting: 1
analyt 5
all-round 1
progrss 1
0.625 2
$4.04 1
$13.45 1
$967 1
951 1
32.0 1
fast-expand 3
754-1/2 1
late-morn 1
responsibilit 3
whiten 1
belieiv 1
biocompat 2
biomateri 1
14.35 1
13.60 1
biocompatibles' 1
specially-develop 1
lubrici 1
proclear 1
stent 3
furred-up 1
phosphocoline-bas 1
avalon 2
fao 4
wieczorek 1
orenburg 2
melros 3
jkx 1
xxx 1
avalon' 1
alradi 1
2,850 1
booost 1
18,500 2
technology,"said 1
reservoir 6
economicallli 1
jumping-off 1
self-fund 1
$73.09 1
gloomier 1
coats' 1
164 7
7,750 2
78.0 1
87.3 1
zipper 1
10.48 2
socgen' 4
diggl 2
becalm 1
grow...or 1
plag 2
378 1
$602.1 1
howden 1
howden' 1
charter' 1
128.5 2
91.5 1
124.78 1
mining-focus 1
weld 2
847 1
esab 1
445 3
pandrol 1
gorgeou 1
26.6 1
flakt 1
babcock 1
downfal 8
qinglin 3
low-rank 3
unceasingli 1
100-minut 1
outsider...and 1
qiyan 5
vice-minist 5
unsaid 1
ensnar 6
chen' 11
xiaotong 3
mistress 4
monk 25
laughabl 3
prnewswir 1
mawel 1
e.p 1
conceited 1
venom 1
it...sediti 1
times' 2
skill: 1
somedai 2
mutat 3
suffoc 2
donkeys' 1
horses' 1
jaw 1
b-share 4
12.26 3
14.75 4
a-shar 3
4.84 4
safest 5
overdraft 5
god-k 17
westernis 6
focal 3
'westernisation' 2
'disintegration' 1
1959 25
$120,000 6
government-in-exil 5
dharamsala 3
indoctrin 4
concoct 4
fallaci 2
monopolis 6
sensation 1
industrialis 11
57,000 1
electropl 1
$3,000 6
chimnei 1
spew 3
eject 1
untreat 4
smog 1
sink-or-swim 4
shouting: 1
environment! 1
swipe 7
emit 2
'china 2
threat' 1
through...it 1
robberi 4
insignia 3
emboss 2
judge-turned-lawy 1
qu 2
xinjiu 1
jurist 3
shuguang 1
subvert 35
uncheck 2
confess 14
$19.4 2
72.9 3
563.9 1
porou 1
exorbit 2
donghai 2
wang' 36
euphem 4
yisu 1
holdov 1
longd 4
third-floor 3
re-educ 14
recours 11
censur 5
robber 3
accomplic 2
heist 1
stocki 1
defiant 2
song' 1
psychiatr 1
32-year-old 3
beig 1
trouser 2
20-minut 1
guo' 1
xianzhou 1
610,000 1
$18,000 1
gunrun 1
395 6
recuper 6
dissolut 2
outliv 2
ruilin 1
kyodo 1
ajar 4
high-prior 2
versa 8
concessionari 3
$42.2 5
xuanwu 1
appealing...not 1
freedom...but 1
dissident' 10
xia 3
liu...wa 1
lawbreak 1
incarcer 5
orchestr 9
xizh 17
impeach 14
chaoyang 4
nianchun 4
guiyang 3
remote...it 1
indepen 1
yongxiang 1
zhongmin 1
lecturer-turned-businessman 1
depos 5
beseech 2
martial 4
retak 3
shuangyuan 1
ning 1
better-known 6
lesser-known 2
mongolia 9
verif 3
business-mind 1
qing' 1
abudu 3
heilili 3
codeword 3
separat 16
youlian 3
knive 3
loot 4
after-dark 5
yusupbek 4
mukhlisi 4
dearth 6
misgiv 7
1644-1911 2
bc-ad 1
meng 4
bingqi 1
archaeolog 1
weichao 1
archaeologist 1
829 2
submerg 5
632 2
840,000 3
extinct 3
speci 2
6,000-km 1
3,500-mile 1
yangtz 6
tributari 1
neckti 1
iron-fist 1
tame 5
time...regardless 1
centrifug 2
non-viol 23
foment 4
assimil 4
manchu 2
1644 1
turkic 1
mongolian 2
mentor' 1
plethora 5
one-parti 1
ws 1
underneath 11
proverb 4
qiao 7
forgiv 3
99.4 1
81.3 1
orgi 3
94.9 1
85.1 1
70.7 3
spratli 1
53.8 1
despis 1
45.3 1
freak 1
japanese-mad 1
uranium-tip 1
mislabel 1
unconvinc 12
wheelchair 4
ill-health 2
closely-guard 2
blackout 4
geneva-bas 2
ifrc 1
flood-hit 1
food...thei 1
ol 3
gron 2
july...ther 1
calori 1
malnutrit 1
arabl 5
farmland 3
reclam 1
sand-cov 1
hailstorm 1
hand-carri 4
$6,000 5
bird 21
pathogen 16
avian 16
parties...to 1
self-determin 1
authorities...wil 1
western-styl 9
joi 6
military-found 1
jial 1
shanghai-list 1
jialing' 1
$421.7 1
7.83 1
shrank...becaus 1
money...and 2
serious...w 1
80,000-90,000 1
1.1085 1
cradle-to-grav 3
12,500 4
countries...w 1
jobs...or 1
wilfulli 1
hagu 7
stomach-churn 2
chinese-own 1
taiwan-own 1
shipown 2
fuzhou 2
kai-shek' 10
portuguese-run 3
unlaw 3
extraterritori 2
taipei-bas 1
over-depend 1
lien 7
niger 1
1997-2000 3
jixian 2
tokio 2
futher 3
is...th 3
kong-styl 1
kong...that 1
kong...i 1
anson 29
office' 4
zhaoguo 2
kao 5
ching-yuan 5
taiwan...should 1
backpedal 1
chu 2
hailan 2
dongcheng 1
hui' 1
poet 1
changp 1
pressures...and 1
pessimistic...win 1
poet' 1
74-year-old 1
court' 23
perfunctori 2
dissidents' 1
authorities...must 1
native-born 1
anathema 2
unwav 1
60th 2
kai-shek 2
hsueh-liang 1
fiji 6
kamises 1
mara 1
gyamco 5
round-the-clock 6
unshirk 1
plaqu 4
lhasa' 4
hou 1
jianguo 1
saboteur 1
lamaseri 5
harass 20
will...unit 2
unwis 8
enzhu 3
promulg 14
china-styl 10
uphold 26
asham 4
unfruit 1
junsheng 5
pitifulli 1
qime 1
bureau' 3
considering...wheth 1
spindl 1
429 1
$602,000 1
5.21 1
squeezed...in 1
pollster 2
provincial-level 1
59,311 1
foreign-own 2
sino-foreign 3
29,343 1
97.9 1
end-1994 1
$144.6 1
79.2 1
39.8 1
37.53 1
no-win 1
untoward 3
face-sav 1
weapons-grad 1
light-wat 1
hada 1
tegexi 1
mongolia' 1
tuberculosi 4
in...tibet 1
'crackdown' 1
unity' 1
'social 1
stability' 1
mayor...warn 1
today...bas 1
almaty-bas 1
pri 3
baseless 1
princel 7
beifang 6
xitong' 3
chop 7
waist 1
decapit 1
clan 2
worsening...and 1
squeamish 1
3,612 2
2,535 2
2,496 2
1,791 2
re-introduct 1
quanyu 1
ankl 2
manacl 1
suspect...thei 1
manpow 3
superstiti 2
inhuman 1
vigilant 1
kcna 1
coma 2
laxiti 2
dour 4
mattress 3
50-minut 1
seamlessli 4
corba 3
reusabl 6
$98.375 1
$146 5
$31.75 1
$27.75 3
brandon 2
tartikoff 2
greenhous 5
lightspe 2
lightspeed' 2
tartikoff' 2
beal 2
l.a 1
wayne' 1
network' 11
motlei 1
fool 4
beggar 1
chooser 1
made-for-tv 1
showtim 1
cybercast 3
creator 8
zakarin 2
grapejam 2
danni 7
krifcher 2
e! 2
mp3 1
besieg 6
consumers' 11
kiggen 8
cod 1
prodigi 5
kate 5
delhagen 4
land-grab 1
not-too-dist 1
all-you-can-eat 2
iworld 3
underutil 1
$3.13 2
$4.32 2
milunovich 14
$0.25 3
$11.20 2
$10.30 2
consumer/retail 1
as/400 8
armonk 9
meeting/confer 1
powerpc 5
adaptor 1
dumb 1
disk-less 1
comdex 14
bernoff 2
donofrio 2
framingham 7
microsystems' 3
os/2 4
minicomput 8
content; 3
'hang 3
on;' 3
contrit 3
$39.90 3
missouri' 2
disclaim 3
gustafson 1
offlin 2
disingenu 1
mauri 4
developn 2
repositori 2
s/390 3
multipris 2
os/390 3
reliabilti 2
cmos-bas 2
bipolar 3
uptick 5
scarsdal 6
re-engin 3
gerstner 11
241,000 2
225,000 2
then-struggl 2
lautenbach 2
networks; 2
group; 3
welsh' 2
$137.857 2
$128.875 2
$131.375 2
dredg 4
summat 2
article: 2
credenc 3
$12.30 3
$12.50 5
$10.24 7
mandresh 6
$2.32 7
period' 2
39.66 2
6,477.35 2
lotus' 4
lotuspher 1
foxholes...now 1
awri 1
papows' 1
irrefut 3
rockwell 1
groupwar 6
'note 1
dead,' 1
maui 1
applet 4
schmooz 1
fest 1
attende 1
advertising-bas 3
laub 1
debutant 1
esther 3
dyson 2
'lollapalooza' 1
prodigy' 1
netbot 1
jango 1
providers; 1
much-rumour 1
mcname 2
berners-le 1
$36.25 1
paraellel 1
jukebox 3
backweb 4
person' 3
tullman 2
mickelsen 2
arist 2
mtv 9
calend 5
u2 5
commuic 2
3:45 1
est 33
7:30 3
124,000 1
258,000 1
delug 5
it...it 1
goodkind 2
labaton 2
rudoff 2
sucharow 2
intermin 1
ezra 1
graber 1
zinman 1
headcount 10
massei 1
deeper-than-expect 2
abhishek 8
gami 10
10-3/8 2
wow! 8
family-ori 4
hobbyist 1
h&amp;r 8
salizzoni 3
usem 1
massey' 1
compuserve' 9
$8.50 1
$10.20 1
integrion 2
pathwai 2
barnett 6
bankamerica 7
mellon 4
$132.375 1
$2.97 3
$2.02 7
$23.1 2
$75.95 4
bi-polar 2
$14.25 1
powerpoint 2
smartsuit 6
word-process 4
'gui 2
ownership,' 2
wizard 2
tevlin 2
$209 2
$249 3
non-microsoft 2
$499 9
hyperlink 2
web-styl 2
$86.125 1
$158 6
12.2 9
$195 6
$13.40 2
neff 3
edgar 3
panagora 1
ways: 2
metz 8
soundview' 1
steve' 1
overbuild 1
faster-than-expect 2
200,000-plu 1
aolnet 3
prime-tim 2
jetson 1
lotteri 9
mindspr 1
lise 1
ramp-up 2
all-stock 5
on....prob 1
44-5/8 1
no.1 1
die-hard 1
reinvigor 3
greiner 1
keeper 1
amdahl' 1
db2 1
ramac 1
bigger-than-expect 5
$56 1
$74.3 1
$154.8 1
$1.64 5
meeker 4
thruogh 1
borislow 2
$14.00 1
$15.50 3
tel-sav' 1
7-3/8 1
prowess 2
'the 7
dime 2
lady,' 2
candic 3
$86 2
$21.9 1
bosak 1
thoman 4
40.3 1
$4.2 5
$7.23 4
$71.94 3
$20.50 3
$36.625 1
billiion 1
25-cent-per-shar 1
stronger-than-anticip 1
$11.05 1
$164.50 1
sreet 1
159 3
200-move 1
froth 3
$11.7 1
36.6 1
lower-margin 3
compaq' 7
$15.625 3
$10.625 3
winfram 1
acccess 2
allchin 1
$15.6 2
gillespi 1
$23.14 2
$21.92 2
ast 5
notebook 7
glazer 4
30-second 2
compaign 1
strength...when 1
evslin 5
resarch 1
jugular 1
hardbal 1
gentler 1
know 16
19-hour 5
worldnet' 1
mgiht 1
$37.875 4
oakes' 1
two-prong 6
$353.7 2
$385.2 2
realaudio 1
realvideo 1
networks' 2
realplay 1
http://www.realaudio.com 1
$29.99 1
internet-lik 1
msnbc 9
savion 1
glover 2
broadwai 1
da 3
jerki 1
full-mot 2
vxtreme 1
vdonet 1
realaudio' 1
realaudio-equip 1
jae 1
much-hyp 4
url 3
toll-fre 5
telecommuni 1
wester 1
mareket 1
$40.75 2
granada 27
carlton 23
terrestri 28
$6.25 1
39.0 1
$60.59 1
1.35p 2
1.2p 2
208.5p 1
0845 1
second-top 3
broadsheet 6
off-set 1
allwood 2
mirror' 3
offbeat 2
topless 2
dart 2
undeserv 1
200-channel 7
$405 3
0.5p 1
580.5p 1
dtt 6
rooftop 4
itc 12
cabletel 8
bskyb' 14
hhc 7
world-renown 1
hic 3
1919 5
1946 3
1p 4
232.5p 1
feeh 4
ladbroke' 5
$1=.5974 2
151.9 2
$236 2
itv 22
mai' 2
hollick 13
stevens' 2
9.5p 2
715p 1
706.5p 1
56.4 2
tollei 2
seven-day-a-week 2
mid-market 8
$=0.6430 1
polygram 8
double-figur 3
strong-look 2
elton 3
emi 8
guilder 15
741 3
post-tax 5
0.95 10
6.50 5
89.80 2
motown 4
label' 3
heydai 4
7.95 4
pfe 2
crept 3
sleeper 3
trainspot 4
$1=1.857 3
elsevi 5
stapleton 3
805 3
3.38 6
3.21 4
808 6
821 3
london-list 3
1,150.5p 2
30.80 2
27.2 3
reed' 5
lexis-nexi 4
0.629 3
polygram' 1
$327.4 1
4.80 1
88.10 1
cranberri 1
holland' 1
opu 2
digiti 2
dtn 6
nasdaq-list 5
platform...it 2
handbrak 2
290.2 2
9-1/2 5
100.5 3
$1=.6228 5
$1=.6146 1
scupper 4
goodenough 2
laps 10
crockford 1
swish 3
mayfair 1
15.5p 1
184.5p 1
171p 1
6.5p 1
402p 1
385p 1
all-pap 1
hearn 3
sites.($ 1
18-1/2 1
1,155p 1
1520 1
1.10 13
31.40 2
bruggink 1
dorl 1
kinderslei 1
dorling' 1
hare 2
60p 1
261p 1
1025 1
$1=.6281 2
fc 1
47.4 1
terenc 2
shearer 5
frenchman 3
ginola 3
faustino 3
asprilla 3
29.8 2
$1=.6140 1
$236.2 1
5p 7
710.5p 1
unnecessarili 2
deciph 2
starv 5
elstein 4
exisit 2
5' 2
itv' 3
airei 2
pearson 28
pincu 5
retun 4
playback 1
45-46 1
briton 18
carriag 8
2100 1
doubtfir 2
8793 2
wot 1
21-seat 1
pro-conserv 1
kinnock 1
lightbulb 1
hargreav 1
untrustworthi 1
media-savvi 1
demandi 1
anti-european 1
rasp 1
pro-tori 1
'plagu 1
houses' 1
trenchant 1
slant 1
magnate' 4
alastair 6
'light-bulb' 1
jaspan 1
zealou 1
paper' 1
anecdot 8
moment...w 1
$210 3
82.2 2
4.5p 1
211p 1
montogomeri 1
property-rel 6
stv' 1
1991-1994 1
goliath 4
knapp 1
ntl 8
cabletel' 1
marjori 15
scardino 14
tvb 1
$180.1 1
106.2 1
pearson' 9
insight 6
764.5p 1
tussaud 6
$1=.6168 1
relegation-bound 1
struggler 2
737p 1
630p 1
soccer' 4
derat 1
feld 1
julian 8
easthop 1
creme 1
celtic 1
tottenham 6
hotspur 6
aston 2
batram 3
millwal 2
20-club 2
8.5p 3
738.5p 1
underexploit 2
low-budget 3
mindscap 5
madam 5
tussaud' 5
waxwork 5
aventura 3
blakenham 4
tennant 1
jettison 3
fully-valu 1
conlan 1
grade' 1
delfont 1
blackpool 4
showbusi 1
plaudit 1
stale 1
43.7 1
$71 1
end-octob 1
183 6
18.5p 1
359.5p 1
motto 4
wed 12
$1=.6175 2
emap 4
arculu 3
17p 3
704.5p 2
787.5p 2
hoskyn 4
upheav 17
730p 2
emap' 2
$1=.6142 2
millwall' 1
4p 6
20p 3
vinai 2
bedi 2
bromwich 1
albion 1
charlton 2
end-mai 1
releg 2
468 2
281 7
$451 1
makinson 2
foreseen 2
18p 2
16.5p 2
765p 1
sacrifici 1
lambert 11
bskyb/carlton/granada/bbc 2
602p 1
21p 1
540.5p 1
12.5p 2
890p 1
$324 1
25.5p 1
766p 1
769p 1
310 4
$60.6 1
207p 1
1210 3
210p 1
520 3
under-valu 4
pull-out 2
addi 1
readership 2
down-market 1
united' 7
strenghten 4
$1=.6406 5
yorkshire-tyn 4
tee 5
ytt 1
12.50 4
$20.07 1
gambit 2
30.2 4
12.40 3
ytt' 1
north-west 9
kenni 1
dalglish 1
keegan 1
corbidg 1
keegan' 1
juventu 1
fiat' 1
deakin 1
club' 5
rugbi 7
end-juli 1
newcastle' 5
f.a 4
uefa 1
232 5
12p 1
427p 1
rock-turn 1
bingo 5
rank' 2
campground 1
timeshar 1
$1=.6184 2
bottomlei 3
19.5p 2
434.5p 1
atist 1
beatl 3
293.3 1
duffi 5
380-400 1
367 4
